No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,"Selasa, 26 Mei 2020",
2,07.00 WIB,Saat Teduh Bersama : Penghakiman - Penghukuman - Posisi,Pdt. Eko Aria,http://bit.ly/griimalanglive,,"Selasa, 26 Mei 2020",
3,08.00 WIB,PA - Belajar Katekismus Heidelberg : Knowing My Misery (Q&A 3-5),Pdt. Billy Kristanto,https://facebook.com/GRIIKG,,"Selasa, 26 Mei 2020",
4,10.00 WIB,PA Wanita,GRII Pondok Indah,https://zoom.us/j/982555264,Zoom Meeting ID: 982 555 264,"Selasa, 26 Mei 2020",
5,16.30 WIB,PD & PA - Akhir Zaman & Hari Tuhan Yang Pahit: Api Kecemburuan Allah,Pdt. Calvin Bangun,http://bit.ly/griikebonjeruklive,http://grii-semarang.org/live/,"Selasa, 26 Mei 2020",
6,17.00 WIB,PA & PD - Roh Penghibur : Penghiburan Kesatuan Gereja,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,"Selasa, 26 Mei 2020",
7,17.00 WIB,PA - Ucapan-ucapan Rasul Paulus yang Sulit dalam Surat Roma : Mati bagi Dosa,Vik. Tommy Suryadi,https://www.youtube.com/user/griicikarang/live,http://us02web.zoom.us/j/83189823625?pwd=YzRkRWpzWWx3cW1yMnVFazkxRnhqZz09,"Selasa, 26 Mei 2020",
8,18.00 WIB,Talkshow - Pentakosta : Pandangan tentang Pentakostalisme,Pdt. Jadi S. Lima,http://bit.ly/griimalanglive,,"Selasa, 26 Mei 2020",
9,18.00 WIB,PA Wanita,Vik. Melinda J. Mesakh,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
Password : 1234567","Selasa, 26 Mei 2020",
10,18.30 WIB,PA - Eksposisi Kitab Yakobus : Pandai atau Bijak (1),Pdt. Sutjipto Subeno,Pendaftaran : http://tinyurl.com/PAOnlineGRIIBintaro,Atau via WA : https://wa.me/628119882277,"Selasa, 26 Mei 2020",
11,19.00 WIB,"SPIK 1997 - Ujian, Pencobaan, dan Kemenangan (bagian 2)",Pdt. Stephen Tong,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,"Selasa, 26 Mei 2020",
