No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,bit.ly/griisamarindalive,,"Sabtu, 2 Mei 2020",
2,06.30 WIB,PD Pusat,GRII Pusat,https://www.youtube.com/c/RELAYRMCI/live,,"Sabtu, 2 Mei 2020",
3,06.30 WIB,PD - Terpilih dari yang Tidak Layak,Pdt. Sutjipto Subeno,https://zoom.us/j/246316777,Zoom Meeting ID : 246 316 777,"Sabtu, 2 Mei 2020",
4,06.30 WIB,Doa Pagi,GRII BSD & MRII GS,http://bit.ly/griibsdlive,https://linkr.in/grii_bsd,"Sabtu, 2 Mei 2020",
5,07.00 WIB,Saat Teduh Bersama - Tentang Puasa,Pdt. Eko Aria,http://bit.ly/griimalanglive,,"Sabtu, 2 Mei 2020",
6,07.00 WIB,Persekutuan Doa,GRII Pondok Indah,https://zoom.us/j/97578233474,Zoom Meeting ID: 975 7823 3474,"Sabtu, 2 Mei 2020",
7,07.00 WIB,Persekutuan Doa,GRII Kelapa Gading,http://bit.ly/griikelapagadinglive,,"Sabtu, 2 Mei 2020",
8,10.00 WIB,PA Anak - Happiness in Christ,Sdr. Doni H. Harianja,http://bit.ly/mriidepoklive,griidepok.com/live,"Sabtu, 2 Mei 2020",
9,11.00 WIB,"PA Anak - Yesus Cintaku, Aku Cinta Yesus",Pdt. Amin Khouw,https://www.youtube.com/channel/UC4uWpMyApTP25d5nE57M_Lg/live,,"Sabtu, 2 Mei 2020",
10,11.00 WIB,Persekutuan Doa,Pdt. Agus Marjanto,https://us02web.zoom.us/j/88399950425?pwd=ck53UG5GM2tRYUZIL3VPdnhGa2N6QT09,"Harap klik link yang tertera, karena ada passwordnya. Informasi : https://www.griisydney.org/","Sabtu, 2 Mei 2020",
11,13.00 WIB,Persekutuan Pemuda & Pekerja,Pdt. Agus Marjanto,https://us02web.zoom.us/j/89299157631?pwd=MXRLd0JsME53c2dZTExTemlHVS9zdz09,,"Sabtu, 2 Mei 2020",
12,13.00 WIB,PA Anak - Injil yang Menguduskan,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,griibandung.org/live,"Sabtu, 2 Mei 2020",
13,14.00 WIB,PA Remaja & Pemuda,GRII Singapura,https://zoom.us/j/98546450584?pwd=dHRXVUw2b3F0QzVPU1dBM1JwbFpnUT09,https://www.rec-singapore.org/pa-gabungan-remaja-pemuda/,"Sabtu, 2 Mei 2020",
14,15.00 WIB,Persekutuan Pemuda - On Be[come]ing Human - Being and Becoming : Imago Dei,"Sdr. Doni H. Harianja, 
Sdr. Alfret Y. Tadjo Talo",https://zoom.us/j/8434545367,Zoom Meeting ID : 843 454 5367,"Sabtu, 2 Mei 2020",
15,16.00 WIB,PA Pemuda - Wisdom & Fear of The Lord,Bp. Ruben,http://bit.ly/griikelapagadinglive,griikg.org/live,"Sabtu, 2 Mei 2020",
16,16.00 WIB,Persekutuan Doa,GRII Buaran,http://bit.ly/griibuaranlive,https://grii-buaran.org/live/,"Sabtu, 2 Mei 2020",
17,16.30 WIB,PA - Kitab Injil & Kisah Para Rasul #7 - Injil Yohanes : Struktur,Pdt. Aiter,http://bit.ly/griicitralive,,"Sabtu, 2 Mei 2020",
18,16.45 WIB,PA Pemuda - God Only Wise,GRII BSD,https://zoom.us/j/81788915268,Zoom Meeting ID : 817 8891 5268,"Sabtu, 2 Mei 2020",
19,17.00 WIB,PA Pemuda - Christianity & Popular Culture : Tolerance,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,griibandung.org/live,"Sabtu, 2 Mei 2020",
20,17.00 WIB,PA - Bertemu Yesus yang Menang : Hancurnya Keraguan,"Pdt. J. Putratama Kamuri,
Vik. Grace Kamuri",bit.ly/mriidepoklive,griidepok.com/live,"Sabtu, 2 Mei 2020",
21,17.00 WIB,"PA - Iman, Pertobatan yang Sejati, dan Keselamatan",Pdt. Tumpal Hutahaean,https://www.youtube.com/user/griicikarang/live,,"Sabtu, 2 Mei 2020",
22,17.00 WIB,PA Pemuda - Walking in His Resurrection Power,Vik. Oktavina Toding,"Zoom Meeting ID belum ada, mohon cek di IG atau spreadsheet akan diupdate jika sudah ada",https://www.instagram.com/mriibalikpapan/?hl=en,"Sabtu, 2 Mei 2020",
23,18.00 WIB,Pemahaman Alkitab,Pdt. Irwan Hung,bit.ly/griisamarindalive,https://www.youtube.com/channel/UCE0cTomDg9zjQjYTEuR40Kw,"Sabtu, 2 Mei 2020",
24,18.30 WIB,Persiapan OSG (Organic Small Group),Pdt. Hendra Wijaya,https://zoom.us/j/96803372661?pwd=ZDJXQ0Q2NjFpRG12bXBEUmNnUG9NZz09,https://www.rec-singapore.org/persiapan-osg/,"Sabtu, 2 Mei 2020",
25,19.00 WIB,PA - The Power of Suffering - Paul : A Profile in Suffering,Pdt. Benyamin F. Intan,https://www.youtube.com/c/GRIIPondokIndah/live,griipondokindah.org/live,"Sabtu, 2 Mei 2020",
