No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200731,
2,07.00 WIB,Saat Teduh Bersama - Penebusan: Pemulihan Ibadah,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200731,
3,13.00 WIB,Seminar - Soteriologi : Come Home,Pdt. Rudie Gunawan,Pendaftaran hubungi WA : https://wa.me/62811123482,,20200731,
4,16.00 WIB,PA Anak Kelas Kecil,GRII Singapura,https://www.rec-singapore.org/pa-anak-kelas-kecil/,,20200731,
5,17.00 WIB,Diskusi Remaja & Pemuda,Pdt. Eko Aria,"Zoom Meeting ID : 886 9447 9597.
 Password (jika dibutuhkan) : 190548",,20200731,
6,17.00 WIB,Sekolah Alkitab Anak Depok - Keajaiban Anugerah Tuhan (2),MRII Depok,https://youtu.be/SbR2QWQoJ-M,,20200731,
7,18.30 WIB,PA Pusat - Doktrin Tritunggal dan Perjanjian Lama,Pdt. Jimmy Pardede,https://pusat.grii.org/live,,20200731,
8,18.30 WIB,PA - Christian Living : Love in the Church,Pdt. Hendra Wijaya,https://www.rec-singapore.org/pemahaman-alkitab/pa-umum/,,20200731,
9,18.30 WIB,PA Pemuda - Ethos of the Reformed Tradition (2),Pdt. Solomon Yo,https://linktr.ee/grii.andhika,https://us02web.zoom.us/j/81371739483,20200731,
10,18.30 WIB,PA - Relasi yang Kusut : Sahabat & Pekerjaan,Vik. Imelda Ginting,http://bit.ly/griikertajayalive,,20200731,
11,19.00 WIB,PA - Potret Yesus di Dalam Injil Yohanes : Sahabat Orang Berdosa,Pdt. Thomy Matakupan,http://bit.ly/griibuaranlive,,20200731,
12,19.00 WIB,PA Umum,Vik. Stenly Y. Lailewan,http://bit.ly/mriibogorlive,https://facebook.com/MRIIBOGOR,20200731,
13,19.00 WIB,PA & PD,GRII Kuningan,Pendaftaran hubungi WA : https://wa.me/62811123482,,20200731,
14,19.00 WIB,PA Umum (Mandarin),Vik. Irwan Arifin,https://zoom.us/j/831773599088,http://meet.google.com/tpz-khvy-apx,20200731,
15,19.30 WIB,PA -,GRII Batam,https://www.youtube.com/c/GRIIBatam/live,,20200731,
