No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,"Selasa, 12 Mei 2020",
2,07.00 WIB,Saat Teduh Bersama - Perutusan dan Pembatasan,Pdt. Eko Aria,http://bit.ly/griimalanglive,,"Selasa, 12 Mei 2020",
3,10.00 WIB,PA Wanita,GRII Pondok Indah,https://zoom.us/j/982555264,Zoom Meeting ID: 982 555 264,"Selasa, 12 Mei 2020",
4,14.00 WIB,"PA Wanita - Melihat, Mengasihi dan Melayani",Ibu Stanly Simon dan Ibu Alicia Liem,http://bit.ly/griikelapagadinglive,https://facebook.com/GRIIKG,"Selasa, 12 Mei 2020",
5,16.30 WIB,"PD & PA - Pencurahan Roh Kudus & Akhir Zaman : Sungguh, Hari Tuhan Sudah Dekat",Pdt. Calvin Bangun,http://bit.ly/griikebonjeruklive,http://grii-semarang.org/live/,"Selasa, 12 Mei 2020",
6,17.00 WIB,PA & PD - Penghiburan Mazmur : Bahagia dalam Firman,Pdt. Jimmy Pardede,http://bit.ly/griibdglive,,"Selasa, 12 Mei 2020",
7,17.00 WIB,PA - Ucapan-ucapan Rasul Paulus yang Sulit dalam Surat Roma : Dosa Satu Orang Berarti Kematian Saya?,Vik. Tommy Suryadi,https://www.youtube.com/user/griicikarang/live,Via Zoom : http://us02web.zoom.us/j/83189823625?pwd=YzRkRWpzWWx3cW1yMnVFazkxRnhqZz09,"Selasa, 12 Mei 2020",
8,18.00 WIB,PA - Turunnya Roh Kudus : Keragaman dan Penjangkauan,Pdt. Eko Aria,http://bit.ly/griimalanglive,,"Selasa, 12 Mei 2020",
9,18.00 WIB,PA Wanita,GRII Samarinda,http://bit.ly/griisamarindalive,,"Selasa, 12 Mei 2020",
10,18.30 WIB,PA - Eksposisi Kitab Yakobus : Bersukacita Jatuh dalam Pencobaan (2),Pdt. Sutjipto Subeno,https://us04web.zoom.us/j/228791050?pwd=NlVkd2dwMDlGT3R3N1FVSWhaaEI0dz09,Pendaftaran Gratis : tinyurl.com/PAOnlineGRIIBintaro,"Selasa, 12 Mei 2020",
11,18.30 WIB,PA Wanita - Build Your Home,Vik. Melinda J. Mesakh,https://us02web.zoom.us/j/5520095323?pwd=eTRLVjFnTkZSWHlZNkVkU0JGdzRFZz09,"Zoom Meeting ID : 552 009 5323,
Password : 1234567","Selasa, 12 Mei 2020",
12,19.00 WIB,SPIK Keluarga : Membentuk Karakter Kristiani bagi Anak-anak Kita - ep. 2,Pdt. Stephen Tong,https://www.youtube.com/c/RELAYRMCI/live,pusat.grii.org/live,"Selasa, 12 Mei 2020",
13,19.00 WIB,Persekutuan Doa,GRII Kelapa Gading,http://bit.ly/griikelapagadinglive,,"Selasa, 12 Mei 2020",
