No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,bit.ly/griisamarindalive,,"Jumat, 1 Mei 2020",
2,07.00 WIB,Saat Teduh Bersama - Kerajaan Allah dan Doa (3),Pdt. Eko Aria,http://bit.ly/griimalanglive,,"Jumat, 1 Mei 2020",
3,12.00 WIB,Persekutuan Pemuda - Eksposisi Injil Lukas (Pasal 7-9),Pdt. Eko Aria,http://bit.ly/griimalanglive,,"Jumat, 1 Mei 2020",
4,13.00 WIB,PA - Angelology,GRII Kuningan,Pendaftaran via WA ke : 0811 1234 82 (klik di sini),Atau no ini : 0815 1062 0515 (klik di sini),"Jumat, 1 Mei 2020",
5,14.00 WIB,PA Pemuda - Eksposisi Kitab Maleakhi : Umat yang Layak Dimurkai,Sdr. Hanslaveda,us02web.zoom.us/j/7526589398,Zoom Meeting ID : 752 658 9398,"Jumat, 1 Mei 2020",
6,16.30 WIB,PA - Kitab Injil & Kisah Para Rasul #6 - Injil Lukas : Keunikan,Pdt. Aiter,http://bit.ly/griicitralive,,"Jumat, 1 Mei 2020",
7,17.30 WIB,Persekutuan Doa,Vik. Erianto,https://us04web.zoom.us/j/7378437500,Zoom Meeting ID : 737 843 7500,"Jumat, 1 Mei 2020",
8,18.30 WIB,PA Pusat - Walking with A Stranger,Pdt. Ivan Kristiono,https://www.youtube.com/channel/UC6kdcxhW_oXHgHl25i95moA/live,pusat.grii.org/live,"Jumat, 1 Mei 2020",
9,18.30 WIB,PA Umum,GRII SIngapura,https://www.youtube.com/channel/UCCKnd2CHoBHeb8YNDGOrlWw/live,https://www.rec-singapore.org/pa-umum/,"Jumat, 1 Mei 2020",
10,19.30 WIB,PA - Ikutlah Aku,Pdt. Thomy Matakupan,https://www.youtube.com/watch?v=YDWnNxpWWjM,Zoom Meeting ID : 936 578 074,"Jumat, 1 Mei 2020",
11,19.30 WIB,PA - On The Purity of The Gospel and The Parting of Paul and Barnabas,Pdt. Budi Sutrisno,griikarawaci.tv,https://livestream.com/griik,"Jumat, 1 Mei 2020",
