No.,Jam,Tema,Pengkhotbah,Link,Keterangan,Date,Usia
1,05.30 WIB,Doa Pagi,Pdt. Irwan Hung,http://bit.ly/griisamarindalive,,20200703,
2,07.00 WIB,Saat Teduh Bersama - Kitab Perjanjian : 1. Tentang Ibadah,Pdt. Eko Aria,http://bit.ly/griimalanglive,,20200703,
3,08.00 WIB,NRETC 2020 - Hari ke-3,Pdt. Stephen Tong dan rekan-rekan,http://nretc.stemi.id/,,20200703,
4,08.00 WIB,Belajar Katekismus Heidelberg :,Pdt. Billy Kristanto,https://griikg.org/live/,,20200703,
5,16.00 WIB,PA Anak Kelas Kecil,GRII Singapura,https://www.rec-singapore.org/pa-anak-kelas-kecil/,,20200703,
6,16.00 WIB,PA Umum (Mandarin),Vik. Irwan Arifin,https://zoom.us/j/86186422644,,20200703,
7,16.00 WIB,PA Anak Seri Tokoh II - Pilih Mana Ya? - Tiga Rasul Inti : Tidur vs Bangun,Vik. Bakti Anugrah,http://bit.ly/griikertajayalive,,20200703,
8,16.30 WIB,PA Wanita -,Vik. Sely Siwalette,Pendaftaran hubungi WA : https://wa.me/6287888550111,,20200703,
9,18.00 WIB,PA - Tafsiran Kitab Wahyu (5),Pdt. Baju Widjotomo,Pendaftaran hubungi WA : https://wa.me/62811323345,,20200703,
10,18.30 WIB,PA Pusat - Imaging God Today,Pdt. Jadi S. Lima,https://www.youtube.com/c/RELAYRMCI/live,https://pusat.grii.org/live,20200703,
11,18.30 WIB,PA Umum,GRII Singapura,https://www.rec-singapore.org/pemahaman-alkitab/pa-umum/,,20200703,
12,18.30 WIB,PA Pemuda -,GRII Andhika,https://linktr.ee/grii.andhika,https://us02web.zoom.us/j/81371739483,20200703,
13,18.30 WIB,PA -,Vik. Imelda Ginting,http://bit.ly/griikertajayalive,,20200703,
14,19.00 WIB,PA -,Pdt. Thomy Matakupan,http://bit.ly/griibuaranlive,,20200703,
15,19.00 WIB,PA Umum,Vik. Stenly Y. Lailewan,http://bit.ly/mriibogorlive,Live FB : https://www.facebook.com/Mimbar-Reformed-Injili-Indonesia-Bogor-104262257972271,20200703,
16,19.30 WIB,PA - Bukti-bukti Kristen Sejati (2),Pdt. Romeo Mazo,https://www.youtube.com/c/GRIIBatam/live,,20200703,
